7
39	78	-79	-52	-64	-72	-73	15	-36	-74	-56	6	-90	-27	-88	99	30	64	24	-53	57	46	14	-78	-32	-41	20	-75	95	30	-53	62	59	93	-44	75	76	-88	-87	96	71	59	37	-6	-90	16	-18	-79	-57	65	74	-59	66	96	18	24	-30	84	-19	4	-83	56	50	-83	63	-13	-94	-40	24	-18	-82	-35	78	84	-66	62	60	-2	-58	-22	-87	60	-12	-45	93	82	58	-40	-89	38	-16	-56	-71	-90	44	4	-5	68	-68	-58	-81	89	58	80	-57	6	-22	-53	-72	76	-61	-52	96	-87	39	-30	-38	-12	-53	99	62	-88	-19	30	-90	60	90	-21	
-38	55	58	-1	9	96	57	78	0	8	-12	-62	49	57	-92	-78	91	11	-22	-97	78	47	88	-59	95	-63	9	-62	-52	-2	-2	26	17	94	54	-75	-88	-19	-51	20	49	7	61	21	41	-62	-59	-89	-82	-20	31	-68	22	0	22	72	56	82	-1	-35	83	90	-41	71	68	59	91	71	-71	38	45	64	42	23	-7	-42	-59	-85	64	-76	52	84	67	-8	31	-31	10	-82	98	52	-15	-48	26	26	-42	75	90	90	71	-95	-98	-83	77	-64	-22	33	62	11	15	32	44	-4	23	-91	-46	-48	68	4	-48	-21	37	59	-88	40	-12	-65	84	90	
68	-53	71	58	-37	36	-83	-60	17	19	-42	-61	-84	-62	-47	-79	-89	-82	38	51	7	-12	-49	-62	-92	-24	46	-92	-63	-3	-10	30	19	63	-6	32	-5	56	-69	73	4	-99	34	33	-49	60	-22	62	55	98	-91	-79	79	-3	5	-13	-78	12	7	-10	-85	-19	65	-1	-58	86	34	49	52	61	-34	-19	-90	77	-29	57	-62	75	-61	52	-80	72	-55	28	-79	16	-68	29	20	60	-47	68	46	-41	76	-79	-83	-23	-26	97	46	-22	1	29	-58	27	8	-19	-43	14	-5	-27	98	-78	7	85	40	-71	10	67	-43	78	42	9	-9	-8	70	-6	
-90	48	63	-2	-40	-98	27	-23	-60	-25	-3	39	58	-31	-34	0	-74	-74	81	94	-55	-28	61	56	57	27	-15	-26	17	-6	95	-81	7	12	-84	66	-2	73	98	89	-10	-68	-87	-52	-4	8	69	25	97	70	-47	25	-83	17	-80	-88	26	68	-55	22	-83	-15	-24	81	30	6	92	31	-82	-8	-58	-4	57	2	-49	-76	6	-89	-84	-3	-26	-95	-93	45	26	-89	-5	21	23	-28	-99	9	0	-88	72	-2	5	68	76	-78	-22	-39	-18	43	35	-17	-79	43	76	67	27	-51	-71	35	-37	-53	-86	-40	56	45	-58	29	41	21	-8	70	-62	20	
94	84	21	47	34	-11	-74	-86	23	-74	92	37	-35	88	-82	-34	-16	63	60	-97	-2	88	-21	-13	94	-12	34	-39	-9	71	-88	-23	76	-46	2	-82	7	-33	97	76	-34	30	90	43	-49	-95	-72	46	-9	37	-91	68	95	-79	0	88	-96	-8	91	90	65	-83	59	39	-78	32	0	20	-54	-92	-60	-93	2	47	4	-38	78	12	55	58	79	-54	43	79	27	56	55	95	-3	3	83	29	67	-51	44	-7	52	-8	88	97	63	-54	-55	-28	96	-17	24	45	-92	65	-58	-13	86	-58	-60	42	-13	-94	-50	30	-5	31	-51	25	-25	80	15	45	
-66	79	16	54	-70	-2	-22	71	-84	9	-31	-31	28	91	-57	48	-44	-54	1	42	-9	-44	28	11	-70	4	58	9	-99	-82	88	83	-11	-97	3	-36	-35	-96	-47	33	32	70	73	-82	-31	-32	99	-57	-9	-27	46	77	47	-49	-37	-64	-72	65	66	73	15	69	-76	-29	-33	50	23	-64	-57	-17	52	-16	67	73	-80	-83	-3	-15	-31	-18	-53	-47	52	99	-81	-3	-1	-10	-53	-6	82	-34	41	-70	-45	-88	60	-79	-51	-73	98	18	97	-19	17	88	-66	-41	75	84	3	-23	-12	80	-84	0	-31	-85	51	-34	34	72	49	13	77	-50	22	48	
80	-2	-83	-3	-73	-46	-45	-45	55	33	-82	34	-95	-92	-61	9	21	-62	66	22	-5	15	-53	-83	-29	-17	18	23	87	35	-12	42	-60	-90	-21	17	-85	-30	97	-98	-85	42	-19	68	-85	8	-52	-83	59	-38	89	-59	44	16	54	19	-83	-42	32	61	19	19	-72	84	-79	-63	34	-99	64	71	-82	10	56	-72	68	58	55	10	-31	-62	21	82	0	85	-97	36	-98	49	3	95	6	10	82	44	-67	-75	-36	-47	-91	-5	40	72	92	98	46	-19	99	70	-2	-47	-25	10	-84	-1	42	68	0	-26	-65	40	69	-68	-40	2	52	65	27	-90	
-85	-92	-51	15	5	-48	-69	-86	-51	59	44	-86	14	26	-27	-5	12	44	62	71	52	93	63	-12	85	5	-36	-78	-43	-43	76	87	50	-8	95	83	2	73	8	-31	8	-27	81	-46	13	-51	-90	83	73	-5	23	68	70	-95	-78	-76	-15	-34	-61	25	-21	-17	-66	5	-91	-60	-3	44	21	4	-65	37	84	-29	-3	-73	-82	-88	90	92	-56	0	-32	33	83	-4	69	-33	64	4	69	-91	-19	56	-25	94	-4	-41	-90	41	15	-78	38	-94	-74	-21	27	-52	-45	-7	-61	4	0	54	75	-20	-93	78	10	-86	23	84	-72	49	49	-92	-63	27	
45	-6	29	-62	-77	57	17	76	-55	44	49	-1	2	60	93	-81	69	-62	-66	-76	68	-35	33	-79	24	19	-16	23	65	-36	22	48	-57	45	86	71	7	-45	-70	-32	47	19	-72	86	81	-48	-92	99	11	77	-18	56	59	-69	25	-76	-53	40	-94	-18	-1	-32	67	-47	-28	79	-77	-24	-89	18	47	-91	47	29	-10	21	66	57	89	15	81	-16	31	-47	87	-87	64	87	-62	-9	-68	84	36	20	-98	-46	83	-38	56	86	-55	29	-57	35	-37	92	-26	-92	21	-91	-53	0	-53	2	-28	56	66	54	6	43	37	0	15	-30	-10	56	-64	51	
99	78	-45	-62	-23	87	-10	24	69	-63	-22	-73	68	-95	-42	1	51	-72	-17	-60	-54	-22	-82	-64	75	40	73	29	-47	25	-74	34	-57	-26	-92	-19	38	15	91	25	58	-64	-31	-77	74	71	29	26	-63	17	-91	57	-29	2	3	-40	-97	-98	2	10	78	-78	-90	51	-9	-64	57	-33	-94	59	67	-63	8	-44	-37	91	91	27	-26	38	-99	-91	-76	-46	-64	-71	9	48	96	32	3	53	-97	28	63	-62	21	70	-81	-19	74	-30	-78	-53	75	12	13	-26	-49	-85	73	74	-4	96	-65	83	11	27	96	67	70	2	-48	-45	-35	-10	81	59	
-85	-23	-24	42	24	-28	54	43	-79	12	-26	25	-40	-26	25	-11	-41	13	45	56	-28	41	-84	12	-34	42	-34	26	-8	1	-90	47	-99	-1	67	-65	-46	-83	94	45	71	-94	-7	33	-25	0	-98	98	60	-93	-9	28	68	37	-58	96	-69	87	-10	44	6	2	97	54	-52	89	58	20	32	-42	-91	72	80	-42	-32	-30	-35	-47	-85	-94	2	-3	-53	39	85	28	-23	42	-63	46	-74	-38	12	-46	-39	40	76	2	71	18	-27	-86	-50	-54	-64	-61	32	-52	37	-94	-91	70	-30	0	17	-10	-17	-95	24	-34	53	31	47	-81	-34	-12	-62	-97	
-6	-46	-69	-68	53	6	-16	22	36	6	-40	19	16	-5	-66	-75	4	48	29	-12	-36	16	-59	74	95	82	73	62	36	-71	-26	-79	19	56	-48	35	38	90	-41	-48	-49	-72	-35	-67	58	-78	89	66	-37	10	46	22	-49	-86	29	-79	17	57	-41	77	67	35	-65	-18	-28	39	-77	-12	-74	21	-37	86	55	-60	71	48	96	96	-89	-15	46	45	69	2	11	51	27	-4	-84	82	-5	94	-18	15	-60	-77	-89	-82	-35	54	11	-96	-46	-72	-68	89	-89	26	78	66	-76	97	70	-76	-15	-53	39	16	-53	19	-95	-98	-44	43	70	-66	5	-15	
47	-34	73	-41	40	49	-98	18	-81	81	-44	-4	-37	64	-38	23	71	99	-48	-9	50	-85	83	-45	-23	94	-6	82	-21	42	78	-44	26	-47	-88	-14	71	38	6	71	13	97	64	66	29	-44	-26	62	35	79	-69	13	97	-48	90	85	-85	26	17	34	-54	-59	22	33	34	85	-11	-96	-6	-16	-64	52	-40	-50	-23	9	-18	-10	93	1	-60	82	89	36	-27	43	10	44	-78	61	-34	-83	42	44	-40	14	-36	76	-79	24	-69	2	19	82	45	-3	-17	84	83	98	-79	76	13	-45	21	-55	-93	22	-57	-62	52	34	55	-33	0	66	-48	46	
